Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta
039607,ENGOV C/ 6 CPR,E,PROPAGADO ,"6,75","9,99","32,40"
040141097781,WAFER +MU CHOCO WHEYFER CHOCOLATE C/AVELA 25G,B,,"4,29","6,50","52,00"
040141135025,PERF GL EMBAIXADOR DESEJO PARA ELE 100ML,E,,"133,75","194,90","779,60"
040141135032,PERF GL EMBAIXADOR DESEJO PARA ELA 100ML,E,,"133,75","194,90","584,70"
040141139733,BARRA PROTEINA MUKEMUREBAR CHOCOLATE C/ COCO +MU 60G,C,,"9,19","9,20","9,20"
040141154682,SUPL ALIMENTAR KOALA SLEEP CHOCOLATE 264G,D,,"87,25","130,90","130,90"
040141154811,SUPL ALIMENTAR KOALA SLEEP CHOCOLATE 12G,B,,"5,28","7,90","323,90"
040141154934,SUPERCOFFEE CAFFEINE ARMY BEIJINHO 10G,B,,"4,91","7,50","120,00"
040141405265,PALHA ITALIANA GERMANOS PISTACHE ZERO ACUCAR 30G,E,,"4,95","7,50","7,50"
040141471994,PERF GL EMBAIXADOR GOLD 100ML,E,,"133,75","194,90","779,60"
040141774637,SUPL ALIMENTAR GOOD VIT VITAMINA C 1G TAMPONADA C/60 CAPS,C,ACÃO VITAMINAS,"22,56","46,90","234,50"
040141774637,SUPL ALIMENTAR GOOD VIT VITAMINA C 1G TAMPONADA C/60 CAPS,E,ACÃO VITAMINAS,"22,52","46,90","140,70"
040141774644,SUPL ALIMENTAR GOOD VIT  COQ10 ULTRA 200MG C/30 CAPS,C,ACÃO VITAMINAS,"36,19","51,03","51,03"
040141774644,SUPL ALIMENTAR GOOD VIT  COQ10 ULTRA 200MG C/30 CAPS,D,ACÃO VITAMINAS,"36,18","51,03","102,06"
040141774644,SUPL ALIMENTAR GOOD VIT  COQ10 ULTRA 200MG C/30 CAPS,E,ACÃO VITAMINAS,"36,14","51,03","102,06"
040141774958,GOOD VIT NUTRI +SENIOR BAUNILHA 800G,D,ACÃO VITAMINAS,"70,02","109,90","109,90"
040141774958,GOOD VIT NUTRI +SENIOR BAUNILHA 800G,E,ACÃO VITAMINAS,"70,09","109,90","109,90"
040141774965,GOOD VIT NUTRI +SENIOR CHOCOLATE 800G,D,ACÃO VITAMINAS,"70,09","109,90","109,90"
040141774972,GOOD VIT NUTRI +SENIOR S/ SABOR 800G,E,ACÃO VITAMINAS,"70,07","109,90","549,50"
040141775009,GOOD VIT NUTRI +SENIOR  CAFE C/ LEITE 800G,E,ACÃO VITAMINAS,"70,09","109,90","109,90"
040141775016,GOOD VIT NUTRI +SENIOR VITAMINA DE FRUTAS 800G,D,ACÃO VITAMINAS,"70,09","109,90","109,90"
040141775016,GOOD VIT NUTRI +SENIOR VITAMINA DE FRUTAS 800G,E,ACÃO VITAMINAS,"70,09","109,90","219,80"
040141775214,SUPL ALIMENTAR GOOD VIT PROPOLIS VERDE C/60 CAPS ,E,,"19,06","38,90","116,70"
040141775313,CREATINA SENIOR GOOD VIT LARANJA 150G,D,ACÃO VITAMINAS,"38,40","56,90","227,60"
040141776389,CREATINA BEAUTY GOOD VIT PINK LEMONADE 140G,E,ACÃO VITAMINAS,"37,98","74,90","224,70"
040141776419,CREATINA ARTROFLEX GOOD VIT FRUTAS VERMELHAS 150G,E,ACÃO VITAMINAS,"37,98","74,90","224,70"
040141777645,SUPL ALIMENTAR GOOD VIT TEST FEMME C/60 CAPS,D,,"28,58","59,90","179,70"
040141777645,SUPL ALIMENTAR GOOD VIT TEST FEMME C/60 CAPS,E,,"28,53","59,90","359,40"
040141777805,SUPL ALIMENTAR GOOD VIT CARD PRESS HIPER C/60 CPS ,E,,"28,55","58,90","294,50"
040141777867,SUPL ALIMENTAR GOOD VIT T-34 VITALITY C/60 CAPS,E,,"28,55","58,90","294,50"
040232944055,HIDRAT FACIAL DERMACHEM PRE MAQUIAGEM ANTICRAQUELAMENTO 100G,E,,"12,98","19,90","99,50"
040232944079,HIDRAT FACIAL DERMACHEM POS MAQUIAGEM RECUPERA,E,,"7,57","16,50","33,00"
040232944154,GEL FACIAL DERMACHEM ANTISSINAIS BOOSTER 100G,E,,"0,00","14,90","29,80"
041333000992,PILHA DURACELL C2 C/2 UNID,E,,"25,55","38,90","622,40"
041333001029,PILHA DURACELL AA PEQUENA C/4 UNID ,E,,"16,90","23,90","358,50"
041333431482,PILHA DURACELL AAA2 PEQUENA C/2 UNID ,C,,"8,02","22,99","137,94"
042403,DEXANEURIN AEB 2ML+1ML,E,PROPAGADO ,"7,91","15,15","0,00"
042423,"REPOPIL 0,035+2MG (FRACIONADO) 21 CPR LEGRAND",E,ANTICONCEPCIONAIS ,"7,69","24,95","81,84"
042518,DIPROSPAN 5+2MG 1ML (FRACIONADO),C,PROPAGADO ,"26,15","41,55","168,30"
042518,DIPROSPAN 5+2MG 1ML (FRACIONADO),E,PROPAGADO ,"25,82","41,55","201,96"
042524,COLTRAX INJ 2MG/ML 2ML C/1 AMPOLA,E,PROPAGADO ,"3,46","6,55","21,24"
042582,CRONOBE COMPLEX IM 100+100+5MG INJ C/1 AMP (FRACIONADO),E,PROPAGADO ,"5,65","8,64","14,00"
042768,"AMORA 2+0,03MG C/21 CPR (FRACIONADO)",D,PROPAGADO ,"31,10","42,95","34,79"
042939,"AGULHA P/CANETA INSULINA SOL-MILLE 5MMx0,25MM ",E,,"0,35","0,60","1,80"
043321,GN TADALAFILA 20MG C/3 CPR PRATI,C,BORA VENDER GENÉRICO 3.0,"2,59","20,57","35,00"
044518,"IZIZ 2,5+1,5MG C/28 CPR (FRACIONADO)",C,PROPAGADO ,"30,26","44,19","214,80"
044752,ADOLESS C/28 (FRACIONADO),C,PROPAGADO ,"29,94","42,04","34,06"
044752,ADOLESS C/28 (FRACIONADO),D,PROPAGADO ,"29,73","42,04","170,30"
044752,ADOLESS C/28 (FRACIONADO),E,PROPAGADO ,"29,17","42,04","170,30"
045470,BEDOZE 5MG/ML SOL INJ C/2AMP 1ML (FRACIONADO) UN,B,PROPAGADO ,"16,53","22,11","89,55"
045521,"BIOFLAC 15MG/ML INJ C/5AMP 1,5 ML (FRACIONADO)",D,PROPAGADO ,"9,63","13,31","32,37"
045521,"BIOFLAC 15MG/ML INJ C/5AMP 1,5 ML (FRACIONADO)",E,PROPAGADO ,"9,05","13,31","53,95"
046216,PASALIX PI 500MG C/20 CPR,E,,"45,46","60,53","60,53"
046231,GASTROL ABACAXI C/1 ENV CX C/25,E,PROPAGADO ,"62,55","97,49","710,73"
046601,"LIBIAM 2,5MG C/84 CPR (FRACIONADO)",C,PROPAGADO ,"50,31","74,82","60,61"
046601,"LIBIAM 2,5MG C/84 CPR (FRACIONADO)",D,PROPAGADO ,"49,94","74,82","121,22"
046755,CATARINENSE MELATONINA NUTRICAO MARACUJA C/60 CPR,C,ACÃO VITAMINAS,"15,09","29,90","149,50"
046869,PALITO UNHA MADEIRA MEDIO C/1 PONTA (FRACIONADO),A,,"0,10","0,50","236,50"
046891,TESTE COVID-19 ECO AG COMBO ,B,,"10,60","49,90","149,70"
046891,TESTE COVID-19 ECO AG COMBO ,E,,"12,00","49,90","-49,90"
046897,ECO TESTE F TSH ,E,,"104,94","30,00","150,00"
046919,MASC DESC BYD CARE C/10 UNID,C,,"1,80","5,90","153,40"
046972,VULT PO COMP FAC V420 9g - UN,E,,"18,18","18,06","54,18"
047109,"NEOVLAR 0,05+0,25MG C/21 CPR (FRACIONADO)",C,PROPAGADO ,"5,60","8,06","13,06"
047254,XANTINON C/10 CPR,A,PROPAGADO ,"4,37","5,78","-36,68"
047254,XANTINON C/10 CPR,B,PROPAGADO ,"4,37","5,78","-120,52"
047257,ATENSINA 100MG C/ 30 CPR MAWDSLEYS,E,PROPAGADO ,"7,41","13,01","115,94"
047360,TUBO LATEX GOIAS LATEX 204 1 METRO (FRACIONADO),C,,"6,56","9,90","851,40"
047671,LANCETA AUTOMATICA 21G C/100 - MEDLEVENSOHN,E,,"19,92","19,90","99,50"
047672,AGULHA CANETA INSULINA ML01 32G 0.23 4MM,E,,"0,15","1,50","22,50"
047811,TESTE RAPIDO COVID-19 WAMA AG ,C,,"16,80","49,90","2.145,70"
047811,TESTE RAPIDO COVID-19 WAMA AG ,E,,"16,80","49,90","299,40"
050410, SACOLA CARTUCHO COM FITA TAM PP 1X50,E,,"34,30","34,30","34,30"
050411, SACOLA PAPEL INSTITUCIONAL TAM P 1X50,E,,"38,85","38,85","38,85"
050412,SACOLA PAPEL INSTITUCIONAL TAM PP 1X50,E,,"34,50","34,50","34,50"
050600,Wobler Alva Duo Design,E,,"0,01","0,01","0,01"
050601,Necessaire Alva Personal Care Grande,E,,"0,01","0,01","0,01"
050719,CONS CSV 120 BC 100~240V 24H C/CHAV ELV8/3 PRAT/DISC/ROD EXP,E,,"7.560,00","7.560,00","-7.560,00"
050722,POMADA KURAMED HEMOFISS 30G+10 APLICADORES,E,SIMILAR PRA VENDER MUITO!,"16,84","28,26","217,69"
050997,AGULHA NOVOFINE 32G 4MM,B,,"0,90","2,50","340,00"
050999,AGULHA NOVOFINE 32G 6MM,C,,"0,83","2,50","350,00"
051028,ADDERA CAL 1000UI C/90 CPR REVEST,E,,"126,36","197,63","395,26"
051029,ADDERA+IMUNIDADE KIDS VITAMINA D 600UI 75ML,E,,"60,94","95,31","190,62"
051030,ADDERA IMUNIDADE MAX C/30 CPR,E,,"68,39","112,22","224,44"
051051,20 BI 335MG C/30 CPR,E,PROPAGADO ,"189,70","260,98","422,80"
051138290085,PROTETOR AUDITIVO 3M C/2 UNID,E,,"0,85","2,50","15,00"
051140,AGULHA P/ CANETA DE INSULINA 31G 6MM ,E,,"0,20","0,50","100,00"
051142,AGULHA P/ CANETA DE INSULINA 31G 5MM,E,,"0,18","0,50","92,00"
051144,AGULHA P/ CANETA DE INSULINA 32G 4MM ,A,,"0,27","0,50","200,50"
051360,PROV - LAPIS CONTORNO LABIAL - LATTE,E,,"9,34","9,34","9,34"
051361,PROV - LAPIS CONTORNO LABIAL ROSE,E,,"9,34","9,34","9,34"
051362,PROV - LAPIS CONTORNO LABIAL TAUPE,E,,"9,34","9,34","9,34"
051731,COLETOR DE URINA INF ADVANTIVE 100ML,C,,"0,64","1,50","33,00"
051731,COLETOR DE URINA INF ADVANTIVE 100ML,E,,"0,64","1,50","52,50"
052006,CHAVEIRO SORTIDOS,B,,"8,38","12,90","580,50"
052078,FERROPURUM C/1 AMP 5ML 20+100MG/ML (FRACIONADO),B,,"12,32","17,43","732,06"
052078,FERROPURUM C/1 AMP 5ML 20+100MG/ML (FRACIONADO),C,,"12,30","17,43","2.178,75"
052388,DISPLAY DE CHAO EXPOSITOR BOLD,E,,"59,80","59,80","119,60"
052389,DISPLAY DE BALCAO BOLD CEREAL,E,,"9,80","9,80","19,60"
052390,CHAVEIRO BOLD CRUNCH,E,,"2,72","2,72","48,96"
052391,CLUTCH LARANJA BOLD CRUNCH,E,,"8,12","8,12","81,20"
052588,LEITE NESTLE NINHO IDADE ESCOLAR 4 A 10 ANOS 750G,E,LEITE,"38,88","58,50","298,38"
052797,COQUETELEIRA BOLD,E,,"6,30","6,30","18,90"
052798,FAIXA DE GONDOLA PISTACHE BOLD,E,,"1,50","1,50","1,50"
052799,WOBBLER PISTACHE BOLD,E,,"1,34","1,34","1,34"
053012,GN PANTOPRAZOL SODICO 20MG C/28 CPR MEDLEY,B,,"5,33","27,69","415,35"
053012,GN PANTOPRAZOL SODICO 20MG C/28 CPR MEDLEY,D,,"5,37","27,69","166,14"
053091,FIP10P-LM Telefone IP WiFi Flyingvoice,E,,"363,90","343,98","-687,96"
053200001315,ESPONJA BANHO BOB ESPONJA PONJITA 3M ,D,,"12,35","18,90","18,90"
0602883412231,PAR BRINCOS VALENTINA OURO PEQUENO ,B,,"7,20","12,90","1.173,90"
0602883412231,PAR BRINCOS VALENTINA OURO PEQUENO ,C,,"7,20","12,90","632,10"
0602883448308,FLANELA ANTIEMBACANTE SECA OUTFOG ,E,,"10,45","24,90","49,80"
0602883706309,SERUM PRINCIPIA NIACINAMIDA E ZINCO PCA NC-10 30ML,C,,"38,15","54,00","324,00"
0602883706316,SERUM PRINCIPIA ACIDO MANDELICO E ALFA ARBUTIN AM-10 30ML,D,,"37,80","54,00","54,00"
0602883706316,SERUM PRINCIPIA ACIDO MANDELICO E ALFA ARBUTIN AM-10 30ML,E,,"37,80","54,00","216,00"
0602883706323,SERUM PRINCIPIA 2% ALFA-ARBUTIN+ 10% GLUCONOLACTONE A-2 30ML,E,,"37,80","54,00","108,00"
0602883706477,SERUM PRINCIPIA NIACINA+AC GLICO E AC SALICILICO MIX-01 30ML,C,,"41,68","59,00","295,00"
0609963220243,SERUM PRINCIPIA CAF+AC TRANEXAMICO E AC FERULICO MIX-02 30ML,E,,"41,30","59,00","118,00"
0609963220359,SERUM PRINCIPIA VITAMINA C E ACIDO FERULICO VC-10 30ML,C,,"41,30","59,00","118,00"
0609963220373,SERUM PRINCIPIA ACIDO LATICO E ACIDO KOJICO AL-10 30ML,D,,"34,30","49,00","98,00"
0609963220380,TONICO PRINCIPIA AL-7 120ML,E,,"30,80","44,00","220,00"
0609963220458,VITAMINAS C PRINCIPIA PURA 95%+5% ACIDO FERULICO VC-95 10G,D,,"41,30","59,00","118,00"
0609963220526,"SERUM PRINCIPIA RETINOL E VITAMINA E RN-0,3 30ML",C,,"38,37","54,00","378,00"
0609963220526,"SERUM PRINCIPIA RETINOL E VITAMINA E RN-0,3 30ML",D,,"37,80","54,00","54,00"
0609963220564,GEL LIMP PRINCIPIA GL-01 350G,B,,"31,01","44,00","308,00"
0609963220564,GEL LIMP PRINCIPIA GL-01 350G,C,,"30,80","44,00","132,00"
0609963220588,SERUM CAPILAR PRINCIPIAR SC-01 50ML,D,,"41,30","59,00","59,00"
0609963220625,EMULSAO CORPORAL PRINCIPIA EC-01 200ML,E,,"30,80","44,00","220,00"
0609963220663,ANTITRANSPIRANTE PRINCIPIA CLOR ALU+AC LAT+NIACI AD-01 70ML,E,,"27,30","39,00","195,00"
0609963220670,CR CALMANTE PRINCIPIA MULTIRREPARADOR CM-01 40G,C,,"27,92","39,00","117,00"
0609963220670,CR CALMANTE PRINCIPIA MULTIRREPARADOR CM-01 40G,D,,"27,30","39,00","78,00"
0609963220687,LOCAO HIDRAT PRINCIPIA 10%UREIA+5%GLICER+5% OLEO GIRAS 200ML,E,,"23,80","34,00","238,00"
0609963220694,PROT SOLAR PRINCIPIA PS-01 FPS60 40ML,B,,"27,30","39,00","234,00"
0609963220755,GEL LIMP PRINCIPIA GL-02 350G,C,,"31,15","44,00","220,00"
0609963220755,GEL LIMP PRINCIPIA GL-02 350G,D,,"30,80","44,00","264,00"
0609963220779,PROT SOLAR PRINCIPIA CORPORAL FPS60 PS-03 200ML,D,,"41,30","59,00","177,00"
0609963220779,PROT SOLAR PRINCIPIA CORPORAL FPS60 PS-03 200ML,E,,"41,30","59,00","118,00"
0609963220786,SH PRINCIPIA ANTIQUEDA AQ-01 250ML,D,,"27,81","39,00","117,00"
0609963220786,SH PRINCIPIA ANTIQUEDA AQ-01 250ML,E,,"27,30","39,00","78,00"
0609963220793,COND PRINCIPIA ANTIQUEDA AQ-01 250ML,E,,"30,80","44,00","132,00"
0618231518791,SUPERCOFFEE 3.0 ORIGINAL 220G,D,,"81,02","129,90","389,70"
0618231867110,BEBIDA LACTEA SUPERCOFFE CHOCONILLA 200ML,C,,"7,56","11,50","46,00"
0618231989409,DES ALVA CRISTAL STICK NATURAL S/CHEIRO 60G,E,,"29,37","51,75","51,75"
0618231989539,CR DENTAL ALVA NATURAL BIOATIVO RELAX CANELA E LIMAO 90G,E,,"14,85","23,90","47,80"
0618341019126,AMOLECEDOR CUTICULAS ACEMAR MORANGO 100ML,C,,"3,40","5,90","17,70"
0618341019164,AMOLECEDOR DE CUTICULAS ACEMAR OLEO CRAVO 100ML,D,,"3,19","5,90","47,20"
0618341019256,AMOLECEDOR CUTICULAS ACEMAR OLEO MELALEUCA 100ML,C,,"3,40","5,90","70,80"
0618341397798,PASTA DE AMENDOIM DR PEANUT CHOCOLATE BRANCO 600G,E,,"42,58","59,90","-59,90"
0618341625495,SUPERCOFFEE 3.0 CHOCONILLA 220G,C,,"81,02","129,90","519,60"
0618341771611,MORNING SHOT IMUNIDADE LIMAO 144G,E,,"72,88","72,88","145,76"
0619205194409,PAQUIMETRO MENELA DE PLASTICO PARA DESIGN DE SOBRANCELHAS,E,,"6,66","9,90","29,70"
0619205194416,DAPPEN DE VIDRO MENELA,D,,"3,99","6,99","27,96"
0619205194416,DAPPEN DE VIDRO MENELA,E,,"3,99","6,99","13,98"
0619205194454,PINCEL CHANFRADO MENELA P/HENNA 2 PONTAS,D,,"5,99","8,90","35,60"
0619205390054,PASTA DE AMENDOIM DR PEANUT AVELA 600G,E,,"41,70","58,95","58,95"
0619205390061,PASTA DE AMENDOIM DR PEANUT CHOCOTINE 600G,E,,"40,05","56,50","56,50"
0619205505762,DES ROLL ON ROSA SELVAGEM SUVAQUINHO 85ML,D,,"11,12","16,50","16,50"
0619205816349,ALFAJOR DR PEANUT CHOCOLATE BRANCO 55G,E,,"8,36","12,50","62,50"
0619205816356,ALFAJOR DR PEANUT AVELA 55G,E,,"8,36","12,50","62,50"
0619205899359,BEBIDA LACTEA SUPERCOFFE VANILLA LATTE 200ML,C,,"7,56","11,50","34,50"
0630941651346,SUPERCOFFEE CAFFEINE ARMY BEIJINHO 220G,E,,"81,02","129,90","129,90"
0630941775608,CREATINA GUMMIES GUDAY MACA VERDE C/60 UNID,E,,"105,11","157,90","157,90"
0630941795781,SUPL ALIMENTAR GOOD VIT VITAMINA D3 2000UI C/60 CAPS,B,ACÃO VITAMINAS,"13,89","39,90","438,90"
0630941795828,SUPL ALIMENTAR GOOD VIT DHERMA C/VERISOL C/90 CPR,E,ACÃO VITAMINAS,"37,98","74,90","149,80"
0630941796269,SUPL ALIMENTAR GOOD VIT MAG5 BLEND DE MAGNESIO C/60 CAPS,C,ACÃO VITAMINAS,"22,90","45,90","459,00"
0630941796924,SUPL ALIMENTAR GOOD VIT MACA PERUANA LIMAO 150G,C,ACÃO VITAMINAS,"26,99","56,90","170,70"
0630941796924,SUPL ALIMENTAR GOOD VIT MACA PERUANA LIMAO 150G,D,ACÃO VITAMINAS,"27,38","56,90","113,80"
0630941798782,SUPL ALIMENTAR GOOD VIT TRANS RESVERATROL C/60 CAPS,D,,"27,24","54,90","109,80"
0630941798782,SUPL ALIMENTAR GOOD VIT TRANS RESVERATROL C/60 CAPS,E,,"26,95","54,90","164,70"
0650240012730,SAB ASEPXIA ACAO ADSTRINGENTE FORTE 80G,D,,"8,61","12,90","12,90"
070942125635,ESC DENT GUM TECHNI DEEP CLEAN ,E,,"11,88","18,90","18,90"
070942304344,PALITO INTERDENTAL GUM SOFT-PICKS C/15,C,,"9,13","15,90","63,60"
070942304344,PALITO INTERDENTAL GUM SOFT-PICKS C/15,E,,"9,13","15,90","143,10"
071603003439,CORTADOR DE UNHA TRIM REF 00343,C,,"8,51","12,90","64,50"
071603003439,CORTADOR DE UNHA TRIM REF 00343,E,,"8,52","12,90","90,30"
071603003453,PINCA TRIM PONTA REF 00345,C,,"5,92","9,89","89,01"
071603003453,PINCA TRIM PONTA REF 00345,E,,"5,51","9,89","9,89"
071603124288,PINCEL TRIM PARA ESFUMAR,E,,"27,74","41,61","83,22"
071603125001,CORTADOR DE UNHA TRIM REF 12500,C,,"5,20","7,50","30,00"
071603125001,CORTADOR DE UNHA TRIM REF 12500,D,,"4,81","7,50","82,50"
071603125933,KIT ISABABY ESCOVA E PENTE,E,,"19,84","29,90","119,60"
071603125964,CORTADOR DE UNHA TRIM ISABAY INFANTIL C/ LENTE AUMENTO,E,,"25,70","37,90","37,90"
071603531000,PINCA TRIM PONTA QUADRADA REF 53100,C,,"6,04","8,90","53,40"
071603531000,PINCA TRIM PONTA QUADRADA REF 53100,D,,"6,04","8,90","53,40"
071603531000,PINCA TRIM PONTA QUADRADA REF 53100,E,,"5,51","8,90","8,90"
0717396836440,MASC DESCARTAVEL TRIPLA C/ELASTICO BRANCA C/50 UNID,B,,"7,25","24,90","448,20"
0735201064499,MASC PAIOLLA MATIZADORA LOIRO PRATEADO 300ML,E,,"36,91","54,90","-54,90"
0736532824844,SERUM PRINCIPIA COMPO DE ACIDO HIALU E VITAMINA B5 AH-2 30ML,B,,"34,65","49,00","245,00"
0736532824844,SERUM PRINCIPIA COMPO DE ACIDO HIALU E VITAMINA B5 AH-2 30ML,D,,"34,30","49,00","147,00"
0736532824851,SERUM PRINCIPIA 10% COMPLEXO PEPTIDEOS MATRIXYL PM-10 30ML,E,,"49,00","70,00","350,00"
0736532824868,EMULSAO PRINCIPIA 2% GRANACTIVE RETINOIDE GR-2 30ML,E,,"56,00","80,00","240,00"
0736532824875,SERUM PRINCIPIA ACI GLICOLICO E COMPOSTO DE AMINO AG-10 30ML,E,,"37,80","54,00","162,00"
0737052854922,PERF GABRIELA SABATINA MISS GABRIELA NIGHT 30ML,E,,"79,90","115,90","347,70"
073796246280,TERMOMETRO DIGITAL OMRON ,D,,"21,27","32,90","131,60"
073796803285,INALADOR COMPACT OMRON NE-C803,E,,"109,79","189,90","379,80"
0742832304740,GN PARACETAMOL 200MG/ML GTS 15ML GREENPHARMA,A,ITENS CESTÃO,"1,99","10,90","3.717,00"
0742832540339,KIT AGUA MICELLAR SENSIBIO 250ML+SENSIBIO 100ML ,E,DERMOCOSMETICOS ,"88,33","129,90","116,91"
0751320331830,"SUPOSITORIO DE GLICERINA ESGRILAX PEDIATRICO 1,37G C/6UN ",C,SIMILAR PRA VENDER MUITO!,"5,62","15,47","54,15"
0751320331830,"SUPOSITORIO DE GLICERINA ESGRILAX PEDIATRICO 1,37G C/6UN ",D,SIMILAR PRA VENDER MUITO!,"5,62","15,47","10,83"
0751320580429,BROWNIE TAPIBROWNIE S/GLUTEN TRADICIONAL 50G,B,,"5,14","7,90","31,60"
0751320664648,ESPONJA SFFUMATO BEAUTY REDONDA LIMPEZA FACIAL,E,,"3,88","5,90","5,90"
0751320866080,ESPATULA DE POMADA PAPPUM LIKLUC,E,,"32,65","44,85","179,40"
075486021689,LOCAO PROT SOLAR HAWAIIAN TROPIC ULTRA RADIANCE FPS30 240ML,E,Ofertas Verão ,"43,70","65,50","501,12"
075486033187,LOCAO PROT BRONZEADOR HAWAIIAN TROPIC CARROT FPS10 240ML,E,Ofertas Verão ,"49,95","74,90","254,68"
075486033286,GEL POS SOL HAWAIIAN TROPIC AFTER SUN COOL ALOE ICE 240ML,E,Ofertas Verão ,"43,70","65,50","167,04"
075486088637,LOCAO PROT SOLAR HAWAIIAN TROPIC SHEER TOUCH FPS50 240ML,E,Ofertas Verão ,"49,95","74,90","1.273,40"
075486090289,LOCAO PROT SOLAR HAWAIIAN TROPIC ISLAND SPORT FPS50 240ML,E,Ofertas Verão ,"53,10","79,90","950,88"
075486091286,LOCAO PROT SOLAR FACIAL HAWAIIAN TROPIC AIR SOFT FPS30 50ML,E,Ofertas Verão ,"43,70","65,50","445,44"
075486091583,PROT SOLAR HAWAIIAN TROPIC SPRAY ACEITE SECO FPS6 170G,E,Ofertas Verão ,"53,10","79,90","135,84"
075486091644,PROT SOLAR HAWAIIAN TROPIC SPRAY ISLAND SPORT FPS50 170G,D,Ofertas Verão ,"56,20","84,50","1.077,45"
0789003012714,MALETA DE MAQUIAGEM PRINCESINHA AMUSANT BEATRIZ ESM+BATOM,E,,"15,55","23,90","23,90"
0789003012721,MALETA DE MAQUIAGEM PRINCESINHA AMUSANT YUMI ESM+BATOM,E,,"15,55","23,90","23,90"
0789003012745,MALETA DE MAQUIAGEM PRINCESINHA AMUSANT ESTHER ESM+BATOM,E,,"15,55","23,90","23,90"
07896006298250,VARYLIFT 450+50MG C/60 CPR,E,SIMILAR PRA VENDER MUITO!,"23,03","97,89","2.087,12"
07898722820357,SUPL ALIMENTAR GOOD VIT CARVAO VEGETAL C/60 CAPS,C,ACÃO VITAMINAS,"12,76","36,90","73,80"
07898722820357,SUPL ALIMENTAR GOOD VIT CARVAO VEGETAL C/60 CAPS,E,ACÃO VITAMINAS,"12,84","36,90","36,90"
07898722820364,SUPL ALIMENTAR GOOD VIT CARBONATO DE CALCIO C/60 CAPS ,D,ACÃO VITAMINAS,"14,02","34,90","104,70"
07898722820760,SUPL ALIMENTAR GOOD VIT ORA PRO NOBIS 250MG C/60 CAPS ,C,ACÃO VITAMINAS,"17,34","44,90","493,90"
07898722820760,SUPL ALIMENTAR GOOD VIT ORA PRO NOBIS 250MG C/60 CAPS ,E,ACÃO VITAMINAS,"16,99","44,90","44,90"
07899706219242,ESM COLORAMA GURUDO AMOR MEU CORPO DE VERAO 8ML,E,,"4,43","6,95","48,65"
079656500882,OLEO BRONZEADOR BANANA BOAT SPRAY FPS 8 236ML,E,,"52,21","78,50","78,50"
08004796,WASH IN SOLUCAO NASAL C/200ML,E,,"0,90","8,90","35,60"
1220000250031,ENERGETICO MONSTER PACIFIC PUNCH LATA 473ML,C,,"7,81","11,50","80,50"
1220000250147,ENERGETICO MONSTER KHAOTIC LATA 473ML,B,,"7,69","11,50","34,50"
1220000250222,ENERGETICO MONSTER ENERGY ULTRA WATERMELON LATA 473ML,B,,"7,69","11,50","80,50"
1220000250222,ENERGETICO MONSTER ENERGY ULTRA WATERMELON LATA 473ML,E,,"7,50","11,50","69,00"
1230000054027,"SERINGA SOLMILLE INSULINA 8MM X 0,30MM 30G C/10 LARANJA",E,,"9,39","14,09","14,09"
1230000059466,"AGULHA HIPODERMICA DESCARTAVEL 25MMX0,7MM",E,,"0,16","0,50","-0,50"
1230000059480,"AGULHA HIPODERMICA DESC 0,80X25",B,,"0,15","0,50","16,00"
1234567891026,MASCARA DESCARTAVEL DUPLA CAMADA TNT BRANCA C/1 UNID,E,,"0,91","1,50","1,50"
17896061995474,FR BABYSEC GALINHA PINTADINHA MEGA XXG C/28 UNID,D,,"30,97","35,99","-35,99"
17896061995474,FR BABYSEC GALINHA PINTADINHA MEGA XXG C/28 UNID,E,,"30,96","35,99","2.555,29"
17898284483349,"CURATEC CURATIVO DE CARVAO ATIV C/PRATA 10,5X10,5 C/1 UNID",E,,"55,25","82,90","82,90"
22967,BOLSA COLOSTOMIA CONVATEC ACTIVE C/10 ,E,,"15,37","39,89","39,89"
25810,FIXADOR CATETER SON ADULT C3 NASOFIX,E,,"15,60","22,06","44,12"
300652510149,SYSTANE HIDRAT S/ CONSERV 10ML,D,PROPAGADO ,"64,79","93,59","75,81"
300652510149,SYSTANE HIDRAT S/ CONSERV 10ML,E,PROPAGADO ,"66,14","93,59","75,81"
300658052582,SYSTANE LID WYPES C/30 SACHES,E,PROPAGADO ,"59,38","79,11","74,26"
3014260019723,ESC DENT ORAL B KIDS MICKEY C/1 UNID,E,,"4,77","7,90","23,70"
3014260278939,ESC DENT ORAL B STAGES POOH 0-2 ANOS,E,,"14,71","21,50","21,50"
3014260833176,ESC DENT ORAL B 123  ,D,,"3,58","6,50","6,50"
3014260833176,ESC DENT ORAL B 123  ,E,,"4,03","6,50","19,50"
3021011020396,PERF COLONIA BELLE VIE TORNADO HOMME 50ML,E,,"26,60","42,90","42,90"
3021011021447,PERF COLONIA BELLE VIE BEAUTY IDOL FEMME 50ML,D,,"26,60","39,90","39,90"
3253581364949,SAB LOCCITANE PERFUMADO FLOR DE CARAMBOLA 75G,C,,"10,59","17,90","107,40"
3253581436578,SAB LOCCITANE PERFUMADO FLOR DE GRAVIOLA 75G,E,,"11,75","17,90","89,50"
3253581448342,SAB LOCCITANE PERFUMADO CAPIM LIMAO 100G,E,,"10,90","19,90","19,90"
