ean,name,curve,book,price,drogal_price,drogasil_price,drogal_observation,drogasil_observation
"8970","DESINCHA MIX DE VERAO HIBISCUS PINK LEMONADE (FRACIONADO)","E","SIMILAR PRA VENDER MUITO!","1,52","","","",""
"9163","LIXA DE UNHA COMUM (FRACIONADO)","B","","0,50","","","",""
"9378","FLOGORAL LARANJA C/12 PAST","E","PROPAGADO","11,56","","58,87","",""
"9380","CAFEINA 500MG C/60 CAPS QUALY NUTRI","E","SIMILAR PRA VENDER MUITO!","24,43","","57,39","",""
"9478","GN TRAVOPROSTA 0,04MG/ML SOL OFT 2,5ML(MED)","E","BORA VENDER GENÉRICO 3.0","45,31","","","",""
"9480","PRIMOLUT-NOR  10MG C/30 CPR","E","PROPAGADO","21,73","","","",""
"9582","CONIDRIN SALINA 0,9% SPRAY 50ML","E","SIMILAR PRA VENDER MUITO!","15,92","","","",""
"9761","KIT BHCG BHCGU0004210222","E","","6,30","","","",""
"9762","KIT COVID 19 ANTIGENO COVAGTA006210208","E","","40,58","","","",""
"9763","KIT DENGUE DENMF007210212","E","","6,39","","70,99","",""
"9764","KIT EXAME LABORATORIAL COV90200618R","E","","11,20","","","",""
"9765","KIT HEMOGLOBINA GLICADA HMGKAOO5210118","E","","9,05","","241,53","",""
"9766","KIT HIV HIV6A001201123","E","","5,39","","","",""
"9767","KIT PERFIL LIPIDICO PL17003210203","E","","18,14","","179,10","",""
"9768","KIT PSA PSAZ8004201125","E","","5,44","","","",""
"9769","KIT TSH TSHB9201118","E","","6,36","","","",""
"9770","KIT VITAMINA D VITDA0006210204","E","","20,60","","","",""
"9771","KIT ZIKA ZIKA5B004210128","E","","10,89","","","",""
"9772","HILAB HILABLT001002091","E","","1300,00","","","",""
"9805","GN BROM  IPRATROPIO 20 ML UNIAO QUIMICA","E","BORA VENDER GENÉRICO 3.0","6,97","","44,39","",""
"9934","BRACADEIRA P/INJECAO STA LUZIA 0130","E","","146,00","","29,99","",""
"9982","VERSA 20MG INJ C/1 SERINGA 0,2ML","E","PROPAGADO","34,05","","","",""
"10001","ABS INTIMUS NOTURNO C/ABAS SUAVE C/16UN","E","","13,90","","34,90","",""
"10047","GASOLINA aditivada","E","","5,10","","","",""
"10068","VERSA 40MG/0,4ML C/1 SERINGA (FRACIONADO)","E","PROPAGADO","66,17","","","",""
"10094","GN DICLO DE FLUNARIZINA 10MG C/50 CPR","E","BORA VENDER GENÉRICO 3.0","6,46","","","",""
"10103","ETIQUETA PARA SENHA ROLO 3 DIGITOS C/2000 SENHA AM ROLO GR74","E","","17,47","","","",""
"10104","EXTRATOR DE GRAMPOS ESPATULA CROMADA UNIDADE 20048 - BACCHI","E","","3,67","","","",""
"10105","FITA ADESIVA POLISIL 12MMX40M.TRANSP.GR. PCT.C/10 0814000001","E","","19,13","","10,59","",""
"10106","GRAMPO PARA GRAMPEADOR 26/6 GALVANIZADO 5000 GRAMPOS CAIXA 2","E","","11,03","","","",""
"10108","SACO METALIZADO 45X60CM CASUAL SORTIDO 43X59CM PCT.C/50 4190","E","","52,52","","","",""
"10151","YAZ 0,02/3MG C/24+4 CPR","E","PROPAGADO","87,21","","","",""
"10222","CAMISETA POLO B. LOOK  PIQUET BALCAO ULTRAPOPULAR 54","E","","39,50","","15,59","",""
"10223","CAMISETA POLO B. LOOK  PIQUET BALCAO ULTRAPOPULAR 56","E","","41,50","","","",""
"10224","CAMISETA POLO B. LOOK  PIQUET BALCAO ULTRAPOPULAR G","E","","67,80","","10,74","",""
"10341","SAB DOVE MICELA ANT STRE 90G","E","","15,90","","","",""
"10383","LIXA UNHA SC POP MINI 100UN 4130","E","","0,10","","","",""
"10384","LIXA UNHA SC CANAR GZ 144UN 192","E","","0,25","","","",""
"10416","PALITO PEQUENO 1 PONTA (FRACIONADO)","E","","0,20","","50,59","",""
"10417","PROV VULT MASC CILIO EXTENSAO FIO/FIO 6G","E","","14,05","","","",""
"10418","PROV VULT MASC CILIOS SUPER FILME 10G","E","","13,30","","59,90","",""
"10552","SACOLA PLASTICA DROGARIA ULTRAPOPULAR IMPRESSO BRANCO ALTA D","E","","80,82","","23,99","","Leve 3 unidades por R$ 20,39 cada"
"10553","SACOLA PLASTICA DROGARIA ULTRAPOPULAR IMPRESSO BRANCO","E","","336,86","","","",""
"10623","KIT CHURRASCO 2 PECAS/GEOLAB/000000000000700237","E","","109,17","","","",""
"10624","BOLSA DE VIAGEM MARKETING/GEOLAB/000000000000700951","E","","58,61","","","",""
"10625","CAMISETA POLO PV BALCAO ULTRAPOPULAR GG","E","","41,50","","","",""
"10664","ALLESTRA 20 20+75MCG C/21 CPR (FRACIONADO)","E","PROPAGADO","25,28","","109,99","",""
"10674","ARPADOL 400MG C/60 CPR","E","PROPAGADO","178,20","","24,90","",""
"10681","DEXADOR INJ (FRACIONADO)","C","PROPAGADO","14,17","","73,49","",""
"10771","AGULHA BD 0,70X30MM 22G PRETO CX C/100","E","","54,50","","","",""
"10804","LUFTAGASTRO PRO SACHE 10ML","E","03 - Preço Controlado Plugpharma","4,02","","10,89","",""
"10806","TALA METAL C/ESPUMA 12X250MM","E","","3,50","","19,59","",""
"10902","ELASTICO CABELO TAG C/ 4 UND-REAL LOVE","E","","3,30","","","",""
"10983","REFIL PURIFICADOR DE AGUA COLORMAQ","E","","95,00","","","",""
"11005","FREEZER KIBON","E","","480,00","","","",""
"11006","GONDOLA TETRA 50+ 935X935X1550X1940 20PBP - CINZA CRISTAL","E","","2214,29","","12,39","","Leve 3 unidades por R$ 11,99 cada"
"11169","HIDRAT CORPORAL NEUTROGENA BODY CARE INTENSIVE CONFORT 400ML","E","","39,90","","38,99","","Leve 2 unidades por R$ 35,62 cada"
"11181","BOLD BAR BANANA E AVELA 20G","E","","13,99","","","",""
"11222","CAMISETA POLO B. LOOK  PV BALCAO ULTRAPOPULAR 54","E","","37,50","","","",""
"11223","BLUSA DE FRIO TAC TEL ULTRAPOPULAR P","E","","166,34","","15,09","",""
"11224","BLUSA DE FRIO TAC TEL ULTRAPOPULAR M","E","","95,67","","","",""
"11225","BLUSA DE FRIO TAC TEL ULTRAPOPULAR G","E","","95,67","","106,99","",""
"11295","MINIMA C/24+4 CPR REVEST (FRACIONADO)","E","PROPAGADO","27,82","","28,19","",""
"11305","ABS ALWAYS  NOTURNO C/16","E","","19,50","","","",""
"11383","CONIDRIN 3% SOL SPR 60ML","E","SIMILAR PRA VENDER MUITO!","17,44","","43,90","",""
"11471","ALLESTRA 30 C/21 DRG (FRANCIONADO)","E","PROPAGADO","25,24","","","",""
"11477","GN DIPIRONA SODICA 500MG GREENPHARMA","E","BORA VENDER GENÉRICO 3.0","2,58","","","",""
"11537","CETAPHIL PRO AC CONTR ESPU LIMP 236ML","E","DERMOCOSMETICOS","71,64","","","",""
"11616","ACNEZIL GEL SECATIVO 10G","E","DERMOCOSMETICOS","13,54","","","",""
"11688","COMPRESSA DE GAZE MEDI HOUSE 13 FIOS C/10 UNID","E","","1,50","","","",""
"11729","GESTINOL C/28 CPR (FRACIONADO)","E","PROPAGADO","44,06","","","",""
"11746","TESTE COVID 19 SWABS - WAMA","E","","95,00","","54,59","",""
"11747","TESTE COVID 19 SWABS - WAMA CX C/20","E","","1643,94","","46,59","",""
"11775","CAMISETA POLO B. LOOK  PIQUET BALCAO ULTRAPOPULAR GG","E","","39,50","","49,52","",""
"11888","MASCARA KN95 BRANCA C/1 UNID","E","","6,00","","","",""
"11998","INALAJET SPRAY NASAL 32MCG 120 DOSES","E","SIMILAR PRA VENDER MUITO!","18,48","","","",""
"12011","PALITO DE UNHA MARROM 2 PONTAS/1 PONTA (FRACIONADO)","E","","1,20","","19,69","",""
"12036","ESPONJA P/ COQUE /CABELO PRETO","E","","6,50","","16,99","",""
"12037","ESPONJA P/ COQUE CABELO CASTANHO","E","","6,50","","","",""
"12171","DRAMIN CAPSGEL 50MG C/10 CPR","E","02 - Preço Controlado Plugpharma","17,82","","","",""
"12175","GN PARACETAMOL 750MG C/4 CPR (GERMED)","E","02 - Preço Controlado Plugpharma","3,35","","","",""
"12179","GN DROSPIRENONA+ETINILESTRADIOL C/63 CPR (EURO)","E","ANTICONCEPCIONAIS","33,39","","","",""
"12182","PRIMERA 30 C/21 CPR (FRACIONADO)","E","PROPAGADO","24,61","","","",""
"12184","SIBLIMA 60/15MCG C/24 CPR(FRACIONADO)","E","PROPAGADO","29,68","","","",""
"12196","KIT CHURRASCO 10 PECAS","E","","64,35","","71,99","",""
"12197","CHURRASQUEIRA ELETRICA PETIT GRILL 110V$","E","","109,50","","","",""
"12285","CAMISETA POLO PIQUET BALCAO ULTRAPOPULAR 54","E","","76,46","","","",""
"12286","CAMISETA POLO B. LOOK  PV BALCAO ULTRAPOPULAR G","E","","62,39","","","",""
"12295","ENEMIN BISNAGA (FRACIONADO)","E","SIMILAR PRA VENDER MUITO!","6,90","","","",""
"12375","IBULIV 400MG C/4 CAPS GEL","E","02 - Preço Controlado Plugpharma","11,11","","","",""
"12389","MODELADOR DE SEIOS EVA TAM 44 G C/3","E","","24,90","","","",""
"12390","MODELADOR DE SEIOS EVA TAM 42 M C/3","E","","24,90","","","",""
"12494","CETAPHIL PRO AC LOCAO 118ML","E","DERMOCOSMETICOS","113,85","","27,85","","Leve 3 unidades por R$ 20,89 cada"
"12660","YASMIN 21+7 C/21 CPR","E","02 - Preço Controlado Plugpharma","275,74","","","",""
"12706","MICROVLAR C/21 CPR (FRACIONADO)","E","PROPAGADO","7,86","","","",""
"12721","PROV VULT BAS LIQ MAT HIDRALUR Q060 26ML","E","","13,77","","","",""
"12722","PROV VULT BAS LIQ MAT HIDRALUR Q015 26ML","E","","15,59","","16,49","",""
"12723","PROV VULT BAS LIQ MAT HIDRALUR N090 26ML","E","","15,59","","","",""
"12724","PROV VULT BAS LIQ MAT HIDRALUR N030 26ML","E","","15,59","","6,55","",""
"12871","LIXA P/PES MADEIRA CONCAVA MED SANTA CLARA","E","","6,90","","","",""
"12978","K-MED GEL 50G","E","","4,90","","","",""
"12980","KIT CAMPANHA FARMARCAS","E","","500,00","","","",""
"13023","MUNHEQUEIRA BEGE C/1 MERCUR","E","","21,90","","","",""
"13076","ENX BUCAL PERIOGARD COLGATE  S/ALCOOL 250ML","B","","38,99","","","",""
"13100","FOLHETO","E","","0,08","","","",""
"13116","SACOLA PLASTICA DROGARIA ULTRAPOPULAR IMPRESSO BRANCO ALTA","E","","108,77","","","",""
"13157","TONER COMPATIVEL HP 105A SEM CHIP","E","","120,00","","","",""
"13173","BALCAO DESCARTE ACO 630X400X1000/1320","E","","1346,56","","","",""
"13185","BABY LOOK PV BRANCO EXG","E","","30,30","","59,39","",""
"13186","BABY LOOK PV BRANCO GG","E","","30,30","","","",""
"13187","BABY LOOK PV BRANCO M","E","","30,30","","78,49","",""
"13188","BABY LOOK PV BRANCO P","E","","30,30","","","",""
"13189","CAMISETA PV BRANCO EXG","E","","30,30","","","",""
"13190","CAMISETA PV BRANCO GG","E","","30,30","","","",""
"13191","JALECO M.L POLIESTER G","E","","97,50","","","",""
"13354","OCULOS PARA LEITURA","B","","29,90","","","",""
"13355","OCULOS DE SOL","B","","29,90","","","",""
"13364","FR PAMPERS T CONFORT TAM  M C/44 UNID","E","","59,99","","","",""
"13613","SACO METALIZADO 20X30CM CASUAL SORTIDO 20X29CM. PCT.C/50 418","E","","16,52","","","",""
"13615","SACO METALIZADO 30X45CM CASUAL DIVERSAS ESTAMPAS PCT.C/50 99","E","","40,76","","47,39","",""
"13618","LIMPADOR DENTADURA COREGA TABS EFERVESCENTES C/24 UNID","E","","7,50","","","",""
"13645","GN CARBOCISTEINA 50MG/ML 100ML EMS","E","BORA VENDER GENÉRICO 3.0","28,08","","421,99","",""
"13651","VALVULA PARA APARELHO DE PRESSAO","E","","14,60","","","",""
"13713","GN CLORIDRATO DE BUPROPIONA 150MG C/30 CPR (EURO)","E","BORA VENDER GENÉRICO 3.0","56,08","","","",""
"13756","PENTE FINO SBRISSA","E","","2,00","","","",""
"13778","TONER MONO HP W1105A NO CHIP 1K","E","","72,60","","30,36","",""
"13826","SACOLA PLASTICA DROGARIA ULTRAPOPULAR","E","","43,73","","","",""
"13926","POWERBANK KIMASTER E45 MINI 15.000MA","E","","100,00","","","",""
"13971","GN AZITROMICINA DI-HIDRATADA 200MG+5ML  600MG","E","BORA VENDER GENÉRICO 3.0","28,92","","","",""
"13975","FOLHETO ENTREGAS","E","","0,12","","","",""
"14064","UNHA ESTOJO NEW QUALITY C/100 UNID","E","","15,90","","","",""
"14069","POTINHO SILICONE LARGO PRETO 1081","E","","7,90","","12,79","",""
"14070","ELASTICO SILICONE POTE URSO COLORIDO REF 1269","E","","9,90","","17,29","",""
"14072","TIC TAC MEDIO PRETO SIMPLES CARTELA","E","","4,90","","","",""
"14073","TIC TAC/PEDRARIA C/2 UNID","E","","2,50","","","",""
"14074","PIRANHA PEQUENA","E","","1,00","","151,98","",""
"14077","PIRANHA MODART ESTAMPA PEQUENA","E","","4,50","","","",""
"14078","ELASTICO MEIA C/6 UNID","E","","2,00","","11,59","",""
"14079","ELASTICO C/PINGENTE C/4 UNID","E","","3,90","","246,99","",""
"14081","FAIXA P/MAQUIAGEM ONCINHA","E","","9,90","","","",""
"14093","KIT CARTEIRA PRESILHA INFANTIL","E","","9,90","","","",""
"14117","IMA 4X5","E","","0,23","","2,59","",""
"14479","LIXA DE UNHA MINI (FRACIONADO)","E","","0,15","","","",""
"14501","LUVA BLACK MARCO BONI TAM/M (FRACIONADO)","E","","7,90","","79,99","",""
"14503","GN IBUPROFENO 600MG C/10 CPR PRATI","E","02 - Preço Controlado Plugpharma","8,22","","","",""
"14565","GN DESOGESTREL 75MCG C/84 CPR (NOVARTIS)","E","BORA VENDER GENÉRICO 3.0","28,85","","","",""
"14605","CANFORA TABLETE","E","","1,50","","21,29","",""
"14676","KIT ACADEMIA QUALYNUTRI","E","SIMILAR PRA VENDER MUITO!","0,01","","","",""
"14737","CHOCOLATE BRANCO LINEA 30G","E","","6,50","","","",""
"14833","DOCE DE LEITE FLORMEL ZERO 20G","E","","3,90","","","",""
"14834","DOCE DE LEITE FLORMEL ZERO 20G  CX C/24","E","","93,75","","","",""
"14839","COCADA FLORMEL ZERO 20G","E","","3,90","","","",""
"14840","COCADA FLORMEL ZERO 20G  CX C/24","E","","93,75","","","",""
"14954","FITA PARA EMPACOTAMENTO SCOTCH","E","","21,70","","","",""
"15142","FITA MICROPOROSA BEGE 5CMX4,5M CREMER","E","","20,90","","","",""
"15167","MOLIERI TRINTA C/21 CPR (FRACIONADO)","E","PROPAGADO","49,97","","","",""
"15177","SH PANTENE LISO EXTREMO 175ML","E","","16,90","","252,72","",""
"15193","DISPLAY CHAO RACK LEGO PLASTICO PEPSICO","E","","75,22","","","",""
"15209","NIQUITIN 4MG MENTA C/36 PAST","E","","144,32","","","",""
"15238","BETATRINTA 5+2MG 1ML (FRACIONADO)","E","PROPAGADO","20,93","","","",""
"15261","CART TONER MONO HP W1105A NO CHIP 1K","E","","108,90","","","",""
"15262","SWITCH 5P TP-LINK 10/100/1000 LS1005G LITEWAVE","E","","195,00","","","",""
"15406","DOCE DE LEITE LINEA 210G","E","","20,90","","","",""
"15526","TRIAXIN 1G IM 3,5ML+DIL INJ","E","PROPAGADO","36,81","","","",""
"15530","VICK BABYRUB 12G","E","PROPAGADO","16,16","","","",""
"15531","VICK BABYRUB 12G CX C/6","E","PROPAGADO","96,96","","","",""
"15594","SORVETE KIBON CHICABON ZERO PICOLE 63G","E","","6,00","","","",""
"15595","SORVETE KIBON CHOCOMIX CORNETTO 63G","E","","9,25","","","",""
"15599","CURATIVO DUODERM EXTRA THIN 10CMX10CM","E","","37,90","","","",""
"15648","CAMISETA POLO B. LOOK  PV BALCAO ULTRAPOPULAR M","E","","43,45","","129,99","",""
"15649","CAMISETA POLO B. LOOK  PV BALCAO ULTRAPOPULAR GG","E","","39,50","","","",""
"15650","CAMISETA POLO B. LOOK  PV BALCAO ULTRAPOPULAR 56","E","","41,50","","","",""
"15832","GILLETTE VENUS SUAVE SENSITIVE C/2 UNID","E","","13,50","","15,79","","Leve 3 unidades por R$ 14,44 cada"
"15952","PEPSAMAR 230MG  C/10 CPR  MAST","E","PROPAGADO","5,71","","63,12","",""
"15984","TIN SOFT COLOR CAFÉ EXPRESSO 10","E","","23,90","","","",""
"16074","PRIMER FACIAL SKIN PERFECT RUBY ROSE 25ML","E","","24,99","","","",""
"16128","COPO SANAVITA BINDE","E","","10,00","","","",""
"16226","GN DROSPIRENONA+ETINILESTRADIOL 3MG+0,02MG C/24 CPR FRAC","E","ANTICONCEPCIONAIS","46,52","","13,49","",""
"16306","SAB ACNEZIL EXTRASSECANTE 90G","E","DERMOCOSMETICOS","12,60","","","",""
"16307","SAB ACNEZIL FORMULA FORTE 90G","E","DERMOCOSMETICOS","14,85","","","",""
"16374","MASC DESC PRETA 3D KN95 C/1 UNID","E","","6,00","","","",""
"16470","LOCAO HIDRAT CERAVE 200ML","E","DERMOCOSMETICOS","79,11","","","",""
"16627","NORIPURUM EV 100MG/5ML C/5 AMP 5ML (FRACIONADO)","E","PROPAGADO","15,32","","","",""
"16698","PROV MASC CILIOS EXT CURVA ALONGA","E","","6,63","","","",""
"16706","ORGANIZADOR MASCARAS","E","","12,20","","","",""
"16707","ORGANIZADOR BAT. LIQ","E","","12,20","","","",""
"16709","ORGANIZADOR CORRETIVO","E","","12,20","","","",""
"16772","PIETRA ED 2MG C/30 CPR (FRACIONADO)","E","PROPAGADO","44,00","","","",""
"16842","PROV BATOM VULT LIQ NANO HD BORDO 4G","E","","6,92","","","",""
"16843","PROV BATOM VULT LIQ NANO HD AMENDOA 4G","E","","6,67","","","",""
"16844","PROV BATOM VULT LIQ NANO HD CAST/ESC 4G","E","","6,81","","","",""
"16845","PROV BATOM VULT LIQ NANO HD CAST/CLARO 4G","E","","6,65","","","",""
"16846","PROV BATOM VULT LIQ NANO HD VERM/RUBI 4G","E","","6,97","","","",""
"16847","PROV BATOM VULT LIQ NANO HD ROSA/VINT 4G","E","","6,83","","","",""
"16848","PROV BATOM VULT LIQ NANO HD ROSA CHA 4G","E","","6,69","","","",""
"16849","PROV BATOM VULT LIQ NANO HD MALVA 4G","E","","6,92","","95,99","",""
"16850","PROV HIDRAT EUDORA INSTANCE LEITE E AVELÃ 400ML","E","","48,50","","8,79","",""
"17208","SELF RING LIGHT PARA CELULAR 3 POLEGADAS","E","","32,90","","54,59","",""
"17213","ESC BANHO DE SILICONE BATH BRUSH","E","","22,90","","43,39","",""
"17219","ESPELHO DE BOLSA WELLMIX","E","","5,90","","","",""
"17279","PERF COLONIA EUDORA LA PIER TAMARAS EGIPCIAS 200ML","E","","76,90","","","",""
"17332","PROV TINT BALM-FROZEN DE MELANCIA","E","","11,00","","","",""
"17333","PROV TINT BALM-BATIDA DE AMORA","E","","11,00","","","",""
"17334","PROV TINT BALM -MARGARITA DE MORANGO","E","","11,00","","","",""
"17335","PROV MASCARA VOLUME RUSSO","E","","11,81","","42,19","","Leve 2 unidades por R$ 28,89 cada"
"17336","PROV DELINEADOR-LIQ-PRETO","E","","11,48","","","",""
"17341","PROV BASE D7 LIQUIDA-ULTRA COBERTURA-MEDIO","E","","10,38","","","",""
"17342","PROV BASE D5 LIQUIDA-ULTRA COBERTURA-MEDIO","E","","10,38","","","",""
"17343","PROV BASE D3 LIQUIDA-ULTRA COBERTURA-CLARO","E","","10,38","","","",""
"17344","PROV - PO HD TRANSLUCIDO DAILUS","E","","0,10","","","",""
"17345","PROV - MASCARA CILIOS 05 POWER COLOR 7 ML","E","","0,10","","","",""
"17355","BANDEJA MASCARA PARA CILIOS V2","E","","7,72","","","",""
"17362","BANDEJA DELINEADOR LIQUIDO LINHA CAT 2021","E","","10,40","","","",""
"17364","BANDEJA BATOM VEGANO TRADICIONAL","E","","4,00","","","",""
"17368","PROV BASE D6 LIQUIDA-ULTRA COBERTURA-MEDIO","E","","10,38","","","",""
"17369","PROV - BATOM VEGANO 03 CREMOSO DESEJADA","E","","0,10","","","",""
"17377","ORALDRAT GUARANA 3,5+1,5G PO ENV","E","SIMILAR PRA VENDER MUITO!","3,43","","","",""
"17406","CAMISETA POLO B. LOOK  PIQUET BALCAO ULTRAPOPULAR M","E","","46,35","","","",""
"17420","FOLHETO 20-07-2022","E","","0,10","","","",""
"17421","LIBERFEM 2MG C/63 CPR (FRACIONADO)","E","PROPAGADO","38,65","","","",""
"17509","DEXALGEN NF INJ AMP C/2ML (FRACIONADO)","B","PROPAGADO","14,20","","","",""
"17541","PROV BT SKIN BASE LÍQUIDA L30","E","","9,48","","","",""
"17564","LUFTA GASTRO PRO 100+20MG 10ML","E","PROPAGADO","3,06","","","",""
"17748","PROV VULT PROT LAB MELANCIA 3,5G","E","","5,60","","","",""
"17749","PROV VULT PROT LAB MORANGO 3,5G","E","","6,00","","","",""
"17750","PROV VULT PROT LAB MENTA 3,5G","E","","6,60","","","",""
"17784","TIRA LEITE MATERNO MERCUR C/1 UNID","E","","38,90","","","",""
"17785","TALA METALICA C/ESPUMA M 16X250MM","E","","4,90","","99,00","",""
"17854","GN DROSPIRENONA+ETINILESTRADIOL 3+0,03MG C/21 CPR FRAC EMS","E","ANTICONCEPCIONAIS","38,23","","","",""
"17896","GN DROSPIRENONA+ETINILESTRADIOL 3+3MG C/21 CPR FRAC GERMED","E","BORA VENDER GENÉRICO 3.0","26,99","","","",""
"18023","CAIXA DE SOM 2.0 1W MULTILASER SP044 OEM PRETO","E","","70,00","","65,99","",""
"18036","BOLSA TERMICA AVENT","E","","22,70","","","",""
"18056","CHA DESINCHA NOITE CAMOMILA (FRACIONADO)","E","","1,80","","","",""
"18284","PROVADOR AB THE ICON EDP TESTER","E","","36,54","","","",""
"18285","PROVADOR AB THE ICON EDT TESTER","E","","18,47","","25,79","",""
"18286","PROVADOR BELLE VIE ANGEL WINGS DEO COLONIA  FEMME TESTER","E","","10,48","","","",""
"18287","PROVADOR BELLE VIE DONNA DEO COLONIA  FEMME TESTER","E","","10,48","","7,29","",""
"18288","PROVADOR  BELLE VIE GOLDEN N DEO COLONIA HOMME TESTER","E","","10,48","","65,99","","Leve 2 unidades por R$ 49,49 cada"
"18289","PROVADOR BELLE VIE LAMOUR DEO COLONIA FEMME TESTER","E","","10,48","","","",""
"18290","PROVADOR BELLE VIE PERSONALITY DEO COLONIA FEMME TESTER","E","","10,48","","7,75","",""
"18291","PROVADOR BELLE VIE ROSE 4 YOU DEO COLONIA  FEMME TESTER","E","","10,48","","14,79","",""
"18292","PROVADOR BELLE VIE THUNDER BOY  DEO COLONIA HOMME TESTER","E","","10,48","","","",""
"18293","PROVADOR BELLE VIE TORNADO DEO COLONIA HOMME TESTER","E","","10,48","","12,99","",""
"18294","PROVADOR BELLE VIE VIP ON  DEO COLONIA HOMME TESTER","E","","10,48","","","",""
"18295","PROVADOR BELLE VIE VIVA LA VIE DEO COLONIA FEMME TESTER","E","","10,48","","","",""
"18296","PROVADOR BELLE VIE WINNER DEO COLONIA HOMME TESTER","E","","10,48","","","",""
"18297","PROVADOR CICLO DEO COLONIA CICI BELLA TESTER","E","","8,62","","","",""
"18298","PROVADOR CICLO DEO COLONIA FOREVER TESTER","E","","8,62","","","",""
"18299","PROVADOR CICLO DEO COLONIA I MAN ATOMIC TESTER","E","","12,00","","","",""
"18300","PROVADOR CICLO DEO COLONIA I MAN REBEL  TESTER","E","","12,00","","","",""
"18301","PROVADOR CICLO DEO COLONIA KISS TESTER","E","","8,62","","","",""
"18302","PROVADOR CICLO DEO COLONIA LA VIDA TESTER","E","","8,62","","46,92","",""
"18303","PROVADOR CICLO DEO COLONIA PINGUXO TESTER","E","","8,62","","","",""
"18304","PROVADOR CICLO DEO COLONIA QUEQUE TESTER","E","","8,62","","","",""
"18305","PROVADOR CICLO DEO COLONIA RAPOSETE TESTER","E","","8,62","","","",""
"18306","PROVADOR CICLO DISPLAY LIKE ME 3MM PRETO","E","","50,00","","","",""
"18307","PROVADOR CICLO LIKE ME ANIMAL PINK DEO COLONIA TESTER","E","","5,00","","","",""
"18308","PROVADOR CICLO LIKE ME CAMU DEO COLONIA TESTER","E","","5,00","","","",""
"18309","PROVADOR CICLO LIKE ME CARROUSEL DEO COLONIA TESTER","E","","5,00","","","",""
"18310","PROVADOR CICLO LIKE ME DEO COLONIA ORIENTAL NEON TESTER","E","","5,00","","","",""
"18311","PROVADOR CICLO LIKE ME DOG LOVER DEO COLONIA TESTER","E","","5,00","","","",""
"18312","PROVADOR CICLO LIKE ME LOVE DEO COLONIA TESTER","E","","5,00","","","",""
"18313","PROVADOR CORPO HYDRATING VITAMIN AND AVOCADO 400ML","E","","30,10","","","",""
"18314","PROVADOR CORPO RENEWING COLLAGEN AND ELASTIN 400ML","E","","30,10","","","",""
"18315","PROVADOR CORPO SOOTHING OATMEAL AND SHEA BUTTER 400ML","E","","30,10","","","",""
"18389","IUMI ES 3+0,02MG C/30 CPR (FRACIONADO)","E","PROPAGADO","48,78","","","",""
"18423","PERF BURBERRY HERO 100ML","E","","734,85","","","",""
"18471","NEOSALDINA C/4 CPR","E","02 - Preço Controlado Plugpharma","7,88","","","",""
"18473","ADAPTADOR HDMI - MINI HDMI","E","","9,90","","","",""
"18474","TECLADO + MOUSE S/ FIO NEWLINK CK102","E","","139,90","","","",""
"18499","BLUSH RUBY ROSE MATTE POWDER","E","","11,99","","","",""
"18500","BLUSH RUBY ROSE MATTE POWDER CX C/36","E","","431,46","","","",""
"18503","BLUSH RUBY ROSE MATTE POWDER","E","","11,99","","","",""
"18505","BLUSH RUBY ROSE MATTE POWDER","E","","11,99","","","",""
"18568","GN DEXAMETASONA+TIAMINA+PIRIDOXINA+CIANOCOBALAMINA 1+2ML INJ","E","","10,54","","","",""
"18571","GN DIPROPI BETAMETASONA+FOSF DIS BETAMETASONA 5+2MG/ML INJ","E","","24,06","","","",""
"19080","YASMIN 3+0,03MG C/21+7 CPR (FRACIONADO)","E","PROPAGADO","91,11","","","",""
"19199","PROV  LIPT MARGARITA DE MORANGO -TTIM","E","","5,89","","","",""
"19952","SH DERCOS VICHY SENSI-SCALP TECHNIQUE 200ML","E","DERMOCOSMETICOS","92,90","","","",""
"19990","20BI C/5 CAPS","E","PROPAGADO","60,85","","","",""
