Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta Unit.
0070341386163,AMOLECEDOR CUTICULAS ACEMAR ROSA MOSQUETA 100ML,E,,"3,18","5,50","5,50"
0070341386187,OLEO ACEMAR BANANA 30ML,C,,"2,66","4,90","4,90"
0070341386187,OLEO ACEMAR BANANA 30ML,D,,"2,66","4,90","4,90"
0070341564530,SUPERCOFFEE CAFFEINE ARMY CHOCOLATE LINGUA DE GATO 220G,E,,"87,27","139,90","139,90"
0070341564554,SUPL ALIMENTAR KOALA SLEEP MORANGO 264G,E,,"87,25","130,90","130,90"
0070501812921,NEUTROG NORWEGIAN CR MAOS 56G,E,DERMOCOSMETICOS ,"36,20","61,90","55,71"
007076,PROV BOCA ROSA BEAUTY CANETA DELINEADORA MEU GATINHO,E,,"23,66","23,66","23,66"
007078,PROV BOCA ROSA BEAUTY LAPISEIRA KAJAL CARBON BLACK ,E,,"15,90","15,90","15,90"
007079,HIPOGLOS BARREIRA BRANCA CONCENTRADA 40G,B,,"12,68","28,80","28,80"
007079,HIPOGLOS BARREIRA BRANCA CONCENTRADA 40G,E,,"11,16","28,80","28,80"
0070942001953,GUM FLOSSER ORIGINAL C/40,E,,"15,59","23,50","23,50"
0070942003247,ES DENT GUM DEEP CLEAN C/2 UNID,E,,"16,07","24,90","24,90"
0070942003254,ESC DENT GUM DEEP CLEAN C/3 UNID,E,,"21,13","31,90","31,90"
0070942003308,ESC GUM PAW PATROL C/2 UNID,E,,"15,58","21,90","21,90"
0070942003513, FIO DENTAL TROLLS KIDS FLOSSERS C/ CABO  C/20 UNID,E,,"12,31","18,50","18,50"
0070942003537,ESC DENT GUM INF TROLLS ,E,,"26,79","37,90","37,90"
0070942003551,ESC DENT GUM TROLLS C/2 UNID,E,,"15,58","21,90","21,90"
0070942004824,GEL DENTAL GUM INF TROLLS 50G,E,,"5,83","8,90","8,90"
0070942005111,PALITOS INTERDENTAIS GUM SOFT PICKS MENTA C/16 UNID,E,,"18,85","28,50","28,50"
0070942005197,FITA DENTAL GUM ULTRA DESLIZANTE MENTA,E,,"10,68","16,50","16,50"
0070942005210,FIO DENTAL GUM DUAL DEFENSE CHA VERDE C/ MENTA,E,,"10,68","16,50","16,50"
0070942005227,FIO DENTAL GUM PRO RESIST MENTA,E,,"15,59","23,50","23,50"
0070942005494,ESC DENT GUM MULTI CLEAN C/2 UNID,E,,"8,52","12,90","12,90"
0070942121842,ESC DENT GUM ORA-CLEAN,C,,"4,57","7,90","7,90"
0070942121842,ESC DENT GUM ORA-CLEAN,D,,"4,71","7,90","7,90"
0070942125352,ESC GUM KIT ORTODONTICO C/4 PECAS,E,,"28,50","42,80","42,80"
0070942125925,ESC DENT GUM SENSITIVE CLEAN ,E,,"11,88","16,90","16,90"
0070942303194,FIO DENTAL GUM MENTA ,E,,"10,05","15,50","15,50"
0070942304726,GUM FLOSSER MULTIPLA ACAO C/40,E,,"18,19","27,90","27,90"
0070942306805,GUM FLOSSER ORIGINAL C/20 UNID,D,,"10,85","15,90","15,90"
0070942306805,GUM FLOSSER ORIGINAL C/20 UNID,E,,"10,85","15,90","15,90"
0070942507240,CERA ORTODONTICA GUM MENTA C/5 UNID,E,,"9,25","16,99","16,99"
0070942508407,PASSADOR DENTAL DE FIO GUM C/ 25 UNID,E,,"9,97","14,90","14,90"
0070942916141,ESC DENT GUM INTERDENT TRAV LER C/6 UNID,D,,"18,98","28,50","28,50"
007103,BRINDE SANAVITA COLAGENO SKIN ABACAXI LATA 200G,E,,"50,44","50,44","50,44"
007104,BRINDE SANAVITA COLAGENO SKIN CRANBERRY LATA 200G,E,,"50,44","50,44","50,44"
007105,BRINDE SANAVITA COLAGENO SKIN NEUTRO LATA 200G,E,,"50,44","50,44","50,44"
007108,PROV BOCA ROSA BEAUTY BASE MATE ANA COR 02,E,,"28,90","28,90","28,90"
007109,PROV BOCA ROSA BEAUTY BASE MATE ANTONIA COR 04,E,,"28,90","28,90","28,90"
007110,PROV BOCA ROSA BEAUTY CORRETIVO LIQ PEONIA COR 02,E,,"20,99","20,99","20,99"
007111,PROV COLONIA PARIS ELYSEES BILLION FOR MEN 8ML,E,,"0,01","0,01","0,01"
007112,PROV COLONIA PARIS ELYSEES BILLION WOMAN LOVE 8ML,E,,"0,01","0,01","0,01"
007113,PROV COLONIA PARIS ELYSEES GABY 8ML,E,,"0,01","0,01","0,01"
007114,PROV COLONIA PARIS ELYSEES VODKA BRASIL AMARELO 8ML,E,,"0,01","0,01","0,01"
007115,PROV COLONIA PARIS ELYSEES VODKA EXTREME 8ML,E,,"0,01","0,01","0,01"
007116,PROV COLONIA PARIS ELYSEES VODKA LOVE 8ML,E,,"0,01","0,01","0,01"
007117,PROV COLONIA PARIS ELYSEES VODKA NIGHT 8ML,E,,"0,01","0,01","0,01"
007127,CADERNETA 1/8 FLEXIVEL 96FLS C/10 ,E,,"21,40","13,40","13,40"
007279,VOLTAREN 75MG C/1 AMP 3ML ,E,PROPAGADO ,"1,60","5,37","4,35"
0073796452834,KIT OMRON REPOSICAO P/ INALADOR ,E,,"35,35","53,50","53,50"
0073796842895,BALANCA DIGITAL OMRON CORPORAL HN289,E,,"98,00","147,50","147,50"
0073796922214,MASC INALADOR OMRON REPOSICAO P/ CRIANCAS REF C922LA,E,,"25,99","39,50","39,50"
007426,PROSSO KM C/30 TABL MAST,E,,"102,32","146,09","146,09"
007441,PROV BRUNA TAVARES BATOM LIQ MATTE GABRIELA4ML,E,,"3,38","3,38","3,38"
007442,PROV BRUNA TAVARES BATOM LIQ MATTE BRUNA 4ML,E,,"5,67","7,00","7,00"
007443,PROV BRUNA TAVARES BATOM LIQ MATTE FLAVIA 4ML,E,,"7,00","7,00","7,00"
007444,PROV BRUNA TAVARES BATOM LIQ MATTE ROBERTA 4ML,E,,"4,77","4,77","4,77"
007445,PROV BRUNA TAVARES BELBET 2 EM 1 PRIMER/SOMBRA OFF WHITE 3ML,E,,"7,00","7,00","7,00"
007446,PROV BRUNA TAVARES GLOSS ALINE 6ML,E,,"3,77","3,77","3,77"
007447,PROV BRUNA TAVARES GLOSS GIOVANA 6ML,E,,"3,77","3,77","3,77"
007448,PROV BRUNA TAVARES GLOSS LUANA 6ML,E,,"3,77","3,77","3,77"
007449,PROV BRUNA TAVARES GLOSS MARINA 6ML,E,,"3,77","3,77","3,77"
007450,PROV BRUNA TAVARES GLOSS VANESSA 6ML,E,,"3,77","3,77","3,77"
007452,PROV BRUNA TAVARES PO ILUMINADOR LIGHT CHAMPAGNE 5G,E,,"10,62","10,62","10,62"
007453,PROV BRUNA TAVARES CORRETIVO LIQ MULTICORVER COR L20 8G,E,,"6,79","5,03","5,03"
007454,PROV BRUNA TAVARES CORRETIVO LIQ MULTICORVER COR M10 8G,E,,"6,79","5,03","5,03"
007455,PROV BRUNA TAVARES CORRETIVO LIQ MULTICORVER COR M20 8G,E,,"6,79","5,03","5,03"
007456,"PROV BRUNA TAVARES PALETA RED ROSE 14,4G",E,,"30,32","30,32","30,32"
007457,PROV BRUNA TAVARES PO ILUMINADOR LIGHT GOLDEN 5G,E,,"10,62","10,62","10,62"
007458,PROV BRUNA TAVARES BLUSH COLOR HIBISCO ,E,,"9,63","9,63","9,63"
007459,PROV BRUNA TAVARES BLUSH COLOR MAGNOLIA,E,,"9,63","9,63","9,63"
007460,PROV BRUNA TAVARES MASCARA CILIOS HIGH VOLUME  ,E,,"5,42","5,42","5,42"
007461,"PROV MICA ROCHA PALETA BLUSH ZODIAC SAGITARIO LET'S GO 7,5G",E,,"17,88","17,88","17,88"
007462,PROV BRUNA TAVARES SKIN BASE LÍQUIDA COR L10 ,E,,"17,78","9,48","9,48"
007463,PROV BRUNA TAVARES SKIN BASE LÍQUIDA COR L20,E,,"17,78","9,48","9,48"
007464,PROV BRUNA TAVARES SKIN BASE LÍQUIDA COR L40,E,,"9,48","9,48","9,48"
007465,PROV BRUNA TAVARES SKIN BASE LÍQUIDA COR L60,E,,"9,48","9,48","9,48"
007466,PROV BRUNA TAVARES SKIN BASE LÍQUIDA COR M20,E,,"17,78","9,48","9,48"
007467,PROV BRUNA TAVARES SKIN BASE LÍQUIDA COR M30,E,,"17,78","9,48","9,48"
007468,PROV VULT BASE LIQ MATTE 2 EM 1 COR 02 30ML,E,,"6,54","6,54","6,54"
007469,PROV VULT BASE LIQ MATTE 2 EM 1 COR 03 30ML,E,,"6,54","6,54","6,54"
007470,PROV VULT BASE LIQ MATTE 2 EM 1 COR 05 30ML,E,,"6,54","6,54","6,54"
007471,PROV VULT BASE LIQ MATTE 2 EM 1 COR 07 30ML,E,,"6,54","6,54","6,54"
007472,PROV VULT BASE LIQ MATTE 2 EM 1 COR 09 30ML,E,,"6,54","6,54","6,54"
007473,PROV VULT BASE LIQ MATTE 2 EM 1 COR 16 30ML,E,,"6,54","6,54","6,54"
007474,PROV VULT BASE LIQ MATTE 2 EM 1 COR 20 30ML,E,,"6,54","6,54","6,54"
007475,PROV VULT BASE LIQ MATTE 2 EM 1 COR 23 30ML,E,,"6,54","6,54","6,54"
007476,PROV VULT BATOM LIQ MATTW DISNEY PRINCESS ARIEL,E,,"5,71","5,71","5,71"
007477,PROV VULT BATOM LIQ MATTW DISNEY PRINCESS CINDERELA,E,,"5,71","5,71","5,71"
007478,PROV VULT BATOM LIQ MATTW DISNEY PRINCESS JASMINE,E,,"5,71","5,71","5,71"
007479,PROV VULT BATOM LIQ MATTW DISNEY VILLAINS CRUELLA,E,,"5,71","5,71","5,71"
007480,PROV VULT BATOM LIQ MATTE DISNEY VILLAINS MALEVOLA,E,,"5,71","5,71","5,71"
007481,PROV VULT BATOM LIQ MATTW DISNEY VILLAINS RAINHA MA,E,,"5,71","5,71","5,71"
007482,"PROV VULT MASC CILIOS BASIC 3 EM 1 7,8G",E,,"3,96","3,96","3,96"
007483,PROV VULT MASC CILIOS SUPER LASH  12G,E,,"8,71","8,71","8,71"
007484,PROV VULT MASC CILIOS LIFT & GO 7G,E,,"8,63","8,63","8,63"
007485,PROV VULT MASC CILIOS 5UP 7G,E,,"8,63","8,63","8,63"
007486,PROV VULT BRILHO LABIAL LIP OIL #MINTLOVERS 2G,E,,"7,68","7,68","7,68"
007487,PROV VULT BRILHO LABIAL LIP OIL #SWEELOVER 2G ,E,,"7,68","7,68","7,68"
007488,PROV VULT BRILHO LABIAL LIP OIL #VANILOVER 2G,E,,"7,68","7,68","7,68"
007489,"PROV VULT CANETA SOBRANCELHA COR 02 1,5G",E,,"7,12","7,12","7,12"
007490,PROV VULT LAPIS ILUMINADOR SOBRNACELHA PERFECT UP ,E,,"5,15","5,15","5,15"
007491,"PROV VULT LAPIS OLHOS MARROM 1,2G",E,,"3,21","3,21","3,21"
007492,"PROV VULT LAPIS OLHOS PRETO 1,2G",E,,"3,21","3,21","3,21"
007493,PROV VULT LAPISEIRA OLHOS TOTAL BLACK ,E,,"3,52","3,52","3,52"
007494,"PROV VULT LAPIS SOBRANCELHA COR 01 1,2G",E,,"2,46","2,46","2,46"
007495,PROV VULT DUO SOBRANCELHA COR 01,E,,"1,48","1,48","1,48"
007496,"PROV VULT DELINEADOR LIQ 2,5ML",E,,"5,76","5,76","5,76"
007497,PROV VULT CORRETIVO CREME BAUNILHA 2G,E,,"4,41","4,41","4,41"
007498,PROV VULT CORRETIVO CREME NOZES 2G,E,,"4,41","4,41","4,41"
007499,PROV VULT CORRETIVO CREME MACADAMIA 2G,E,,"4,41","4,41","4,41"
007500,PROV VULT PO COMPACT BASIC PC01 2G,E,,"1,59","1,59","1,59"
007501,PROV VULT PO COMPACT BASIC PC02 2G,E,,"1,59","1,59","1,59"
007502,PROV VULT PO COMPACT BASIC PC03 2G,E,,"1,59","1,59","1,59"
007503,PROV VULT PO COMPACT BASIC PC05 2G,E,,"1,59","1,59","1,59"
007504,PROV VULT PO COMPACT BASIC PC07 2G,E,,"1,59","1,59","1,59"
007505,PROV VULT PO COMPACT BASIC PC09 2G,E,,"1,59","1,59","1,59"
007506,PROV VULT PO COMPACT BASIC PC11 2G,E,,"1,59","1,59","1,59"
007507,PROV VULT PO SOLTO FACIAL HD TRANSLUCIDO 2G ,E,,"11,56","11,56","11,56"
007508,PROV VULT BLUSH COMPACT COR 102 2G ,E,,"1,75","1,75","1,75"
007509,PROV VULT BASE MATE BEGE 01 26ML,E,,"8,75","8,75","8,75"
007510,PROV VULT BASE MATE BEGE 02 26ML,E,,"8,75","8,75","8,75"
007511,PROV VULT BASE MATE BEGE 03 26ML,E,,"8,75","8,75","8,75"
007512,PROV VULT BASE MATE BEGE 04 26ML,E,,"8,75","8,75","8,75"
007513,"PROV VULT BATOM BASIC 01 3,5G ",E,,"4,45","4,45","4,45"
007514,"PROV VULT BATOM BASIC 02 3,5G",E,,"4,45","4,45","4,45"
007515,"PROV VULT BATOM BASIC 03 3,5G",E,,"4,45","4,45","4,45"
007516,"PROV VULT BATOM BASIC 04 3,5G ",E,,"4,45","4,45","4,45"
007517,"PROV VULT BATOM BASIC 05 3,5G",E,,"4,45","4,45","4,45"
007518,"PROV VULT BATOM BASIC 06 3,5G",E,,"4,45","4,45","4,45"
007519,"PROV VULT BATOM BASIC 07 3,5G",E,,"4,45","4,45","4,45"
007520,"PROV VULT BATOM BASIC 08 3,5G",E,,"4,45","4,45","4,45"
007521,"PROV VULT BATOM BASIC 09 3,5G ",E,,"4,45","4,45","4,45"
007522,"PROV VULT BATOM BASIC 10 3,5G",E,,"4,45","4,45","4,45"
007523,"PROV VULT BATOM BASIC 11 3,5G",E,,"4,45","4,45","4,45"
007524,"PROV VULT BATOM BASIC 12 3,5G",E,,"4,45","4,45","4,45"
007525,TAXA DE ENTREGA,,,"0,99","6,00","6,00"
007526,TESTE DE DIABETES,,,"0,67","8,90","8,90"
007534,ATENSINA 150MCG C/30 CPR ,E,PROPAGADO ,"9,10","12,44","10,08"
007576,"HIDRAPLEX PO LARANJA C/1 ENV 27,9G CX C/4",B,SIMILAR PRA VENDER MUITO!,"8,88","36,28","25,40"
007578,"HIDRAPLEX PO GUARANA C/1 ENV 27,9 CX C/4",C,SIMILAR PRA VENDER MUITO!,"2,52","14,57","10,20"
007581,"HIDRAPLEX PO TUTTI-FUITTI C/1 ENV 27,9  CX C/4",C,SIMILAR PRA VENDER MUITO!,"8,84","30,65","21,46"
007582,"HIDRAPLEX PO UVA C/1 ENV 27,9 CX C/4",B,SIMILAR PRA VENDER MUITO!,"8,84","14,57","10,20"
007584,"HIDRAPLEX PO NATURAL C/1 ENV 27,9  CX C/4",C,SIMILAR PRA VENDER MUITO!,"2,52","43,45","30,42"
007586,"HIDRAPLEX PO AGUA DE COCO C/1 ENV 27,9 CX C/4",B,SIMILAR PRA VENDER MUITO!,"8,84","42,15","29,51"
007621,TORSILAX C/10 CPR ,A,SIMILAR PRA VENDER MUITO!,"2,66","15,24","7,20"
007621,TORSILAX C/10 CPR ,B,SIMILAR PRA VENDER MUITO!,"2,66","15,24","7,20"
0076660008625,CR ADESIVO FIXODENT ORIGINAL 21G,B,,"22,80","33,90","33,90"
0076660008625,CR ADESIVO FIXODENT ORIGINAL 21G,E,,"20,50","33,90","33,90"
0076660008649,FIXODENT ORIGINAL 39G,C,,"57,60","79,90","79,90"
0076660008649,FIXODENT ORIGINAL 39G,D,,"46,35","79,90","79,90"
0076660008649,FIXODENT ORIGINAL 39G,E,,"46,35","79,90","79,90"
0076660008663,CR FIX PROTESE FIXODENT ORIGINAL 68G,C,,"81,91","98,99","98,99"
0076660008663,CR FIX PROTESE FIXODENT ORIGINAL 68G,D,,"66,53","98,99","98,99"
0076660008663,CR FIX PROTESE FIXODENT ORIGINAL 68G,E,,"53,09","98,99","98,99"
007766,OTOSCOPIO MIKATOS PRETO TK 5 ESPECULOS,E,,"343,88","343,88","343,88"
007767,SUPORTR P/CAIXA DESCARPAC FLEXIJET 13 LITROS,E,,"42,90","42,90","42,90"
007789,ALGINAC 5.000 C/1 AMP I+1 AMP II,E,PROPAGADO ,"4,81","12,16","9,85"
007822,CITONEURIN 5000 INJ C/1 AMP I+ AMP II,A,PROPAGADO ,"4,61","7,07","5,73"
007822,CITONEURIN 5000 INJ C/1 AMP I+ AMP II,B,PROPAGADO ,"4,62","7,07","5,73"
007907,ZETRON XL 300MG C/60 CPR REVEST,E,PROPAGADO ,"177,09","237,57","192,44"
007913,FEMINA C/21 CPR (FRACIONADO),E,PROPAGADO ,"23,39","32,48","26,31"
0079400052926,DES CR REXONA FEM CLINICAL 3X CLASSIC 48G,E,,"16,72","23,90","23,90"
0079400500205,DES DOVE ALL DAY POWDER 45G,D,,"16,67","25,90","25,90"
0079400500205,DES DOVE ALL DAY POWDER 45G,E,,"16,67","25,90","25,90"
0079400500908,DES DOVE ALL DAY FRESH 45G,D,,"17,45","25,90","25,90"
0079400500908,DES DOVE ALL DAY FRESH 45G,E,,"16,28","25,90","25,90"
007968,NORIPURUM 100MG INJ ENDOVENOSA C/1 AMP 5ML,E,PROPAGADO ,"12,39","18,91","16,39"
007990,ETIQUETA P/ PRECO MX 5500R 21X12MM C/1000 ,E,,"20,98","19,80","19,80"
007991,ETIQUETADORA MOD. CIS 8 DIGITOS UNIDADE 45.9902 - SERTIC,E,,"46,50","59,25","59,25"
00800976,PERMANGANATO DE POTASSIO 100MG C/10 UNID  ,E,,"2,04","3,20","3,20"
00803656,"HIDRORAL GUARANA 29,44G ",E,SIMILAR PRA VENDER MUITO!,"1,11","5,99","4,20"
008093,PASTA ABA ELASTICA PLASTICA OFICIO CRISTAL DELLOLINE ,E,,"16,50","14,30","14,30"
008140,POTE PLASTICO,E,,"5,41","8,12","8,12"
008155,GN CEFALEXINA 500MG C/10 CPS(UNI),E,BORA VENDER GENÉRICO 3.0,"5,59","34,02","17,01"
008171,TUBO DE LATEX N201 1 METRO,E,,"1,99","2,80","2,80"
008173,TUBO DE LATEX N203 1 METRO,E,,"3,99","5,70","5,70"
008176,ADES MORANGO 200ML 200ML,E,,"1,50","2,40","2,40"
008186,LIXA DE UNHA LARGA (FRACIONADO),A,,"0,25","0,50","0,50"
008186,LIXA DE UNHA LARGA (FRACIONADO),B,,"0,24","0,50","0,50"
008186,LIXA DE UNHA LARGA (FRACIONADO),E,,"0,33","0,50","0,50"
008261,PROV TRACTA PO COMPACTO HD ULTRA TRANSLUCIDO 08,E,,"3,28","3,28","3,28"
008405,PROCIMAX 20MG C/28 CPR REVEST,E,PROPAGADO ,"53,82","88,14","71,40"
008443,CHA DESINCHA MIX DE VERAO PINA COLADA C/1 SACHE (FRACIONADO),E,,"1,53","2,23","2,23"
0085461,LEITE NESTLE NAN SUPREME 1 800G,D,LEITE,"82,17","125,61","110,00"
008607,SH REPOSITOR KERA SOLUTIONS DERCOS 300ML,E,DERMOCOSMETICOS ,"56,08","79,29","71,37"
008653,CETRILAN CREME 40G,E,DERMOCOSMETICOS ,"42,51","49,19","44,28"
008691,PROV BOCA ROSA BEAUTY MASCARA DE CILIOS MEU VOLUMÃO,E,,"39,90","39,90","39,90"
008727,BUSCOFEM 400MG C/2 CAPS,C,02 - Preço Controlado Plugpharma,"4,38","6,99","6,34"
008807,PEROLA C/28 CPR REVEST (FRACIONADO),D,PROPAGADO ,"30,27","42,10","34,11"
008857,ROX 10MG C/30 CPR REVEST,E,PROPAGADO ,"36,57","52,55","42,57"
008895,LIXA DE UNHA MINI ,E,,"0,06","0,15","0,15"
008914,"GN DESOGESTREL 0,075MG C/28CPR",E,ANTICONCEPCIONAIS ,"6,89","31,46","25,80"
008966,DESINCHA SOBREMESAS BANOFFEE (FRACIONADO),E,,"1,76","1,99","1,99"
008968,DESINCHA SOBREMESAS COOKIES (FRACIONADO),E,,"1,76","1,99","1,99"
008970,DESINCHA MIX DE VERAO HIBISCUS PINK LEMONADE (FRACIONADO),E,SIMILAR PRA VENDER MUITO!,"1,53","2,17","1,52"
009163,LIXA DE UNHA COMUM (FRACIONADO),A,,"0,18","0,50","0,50"
009163,LIXA DE UNHA COMUM (FRACIONADO),B,,"0,11","0,50","0,50"
009378,FLOGORAL LARANJA C/12 PAST,E,PROPAGADO ,"9,41","14,27","11,56"
009380,CAFEINA 500MG C/60 CAPS QUALY NUTRI,E,SIMILAR PRA VENDER MUITO!,"22,84","34,90","24,43"
009478,"GN TRAVOPROSTA 0,04MG/ML SOL OFT 2,5ML(MED)",E,BORA VENDER GENÉRICO 3.0,"24,21","90,62","45,31"
009480,PRIMOLUT-NOR  10MG C/30 CPR,E,PROPAGADO ,"19,06","26,82","21,73"
009582,"CONIDRIN SALINA 0,9% SPRAY 50ML",E,SIMILAR PRA VENDER MUITO!,"7,33","22,73","15,92"
009761,KIT BHCG BHCGU0004210222,E,,"6,30","6,30","6,30"
009762,KIT COVID 19 ANTIGENO COVAGTA006210208,E,,"40,58","40,58","40,58"
009763,KIT DENGUE DENMF007210212,E,,"6,39","6,39","6,39"
009764,KIT EXAME LABORATORIAL COV90200618R,E,,"11,20","11,20","11,20"
009765,KIT HEMOGLOBINA GLICADA HMGKAOO5210118,E,,"9,05","9,05","9,05"
009766,KIT HIV HIV6A001201123,E,,"5,39","5,39","5,39"
009767,KIT PERFIL LIPIDICO PL17003210203,E,,"18,14","18,14","18,14"
009768,KIT PSA PSAZ8004201125,E,,"5,44","5,44","5,44"
009769,KIT TSH TSHB9201118,E,,"6,36","6,36","6,36"
009770,KIT VITAMINA D VITDA0006210204,E,,"20,60","20,60","20,60"
009771,KIT ZIKA ZIKA5B004210128,E,,"10,89","10,89","10,89"
009772,HILAB HILABLT001002091,E,,"1.300,00","1.300,00","1.300,00"
009805,GN BROM  IPRATROPIO 20 ML UNIAO QUIMICA,E,BORA VENDER GENÉRICO 3.0,"0,88","13,93","6,97"
009934,BRACADEIRA P/INJECAO STA LUZIA 0130,E,,"131,40","146,00","146,00"
009982,"VERSA 20MG INJ C/1 SERINGA 0,2ML",E,PROPAGADO ,"23,29","42,03","34,05"
010001,ABS INTIMUS NOTURNO C/ABAS SUAVE C/16UN,E,,"8,99","13,90","13,90"
010047,GASOLINA aditivada,E,,"5,00","5,10","5,10"
010068,"VERSA 40MG/0,4ML C/1 SERINGA (FRACIONADO)",B,PROPAGADO ,"56,49","81,69","66,17"
010068,"VERSA 40MG/0,4ML C/1 SERINGA (FRACIONADO)",E,PROPAGADO ,"56,68","81,69","66,17"
010094,GN DICLO DE FLUNARIZINA 10MG C/50 CPR ,E,BORA VENDER GENÉRICO 3.0,"6,01","12,91","6,46"
010103,ETIQUETA PARA SENHA ROLO 3 DIGITOS C/2000 SENHA AM ROLO GR74,E,,"17,50","17,47","17,47"
010104,EXTRATOR DE GRAMPOS ESPATULA CROMADA UNIDADE 20048 - BACCHI,E,,"5,49","3,67","3,67"
010105,FITA ADESIVA POLISIL 12MMX40M.TRANSP.GR. PCT.C/10 0814000001,E,,"11,20","19,13","19,13"
010106,GRAMPO PARA GRAMPEADOR 26/6 GALVANIZADO 5000 GRAMPOS CAIXA 2,E,,"6,89","11,03","11,03"
010108,SACO METALIZADO 45X60CM CASUAL SORTIDO 43X59CM PCT.C/50 4190,E,,"54,90","52,52","52,52"
010151,"YAZ 0,02/3MG C/24+4 CPR",E,PROPAGADO ,"66,41","107,66","87,21"
010222,CAMISETA POLO B. LOOK  PIQUET BALCAO ULTRAPOPULAR 54,E,,"43,05","39,50","39,50"
010223,CAMISETA POLO B. LOOK  PIQUET BALCAO ULTRAPOPULAR 56,E,,"53,94","41,50","41,50"
010224,CAMISETA POLO B. LOOK  PIQUET BALCAO ULTRAPOPULAR G,E,,"47,47","67,80","67,80"
010341,SAB DOVE MICELA ANT STRE 90G,E,,"10,72","15,90","15,90"
010383,LIXA UNHA SC POP MINI 100UN 4130,E,,"5,50","0,10","0,10"
010384,LIXA UNHA SC CANAR GZ 144UN 192,E,,"22,31","0,25","0,25"
010416,PALITO PEQUENO 1 PONTA (FRACIONADO),E,,"0,05","0,20","0,20"
010417,PROV VULT MASC CILIO EXTENSAO FIO/FIO 6G,E,,"9,36","14,05","14,05"
010418,PROV VULT MASC CILIOS SUPER FILME 10G,E,,"8,82","13,30","13,30"
010552,SACOLA PLASTICA DROGARIA ULTRAPOPULAR IMPRESSO BRANCO ALTA D,E,,"50,28","80,82","80,82"
010553,SACOLA PLASTICA DROGARIA ULTRAPOPULAR IMPRESSO BRANCO ,E,,"335,52","336,86","336,86"
010623,KIT CHURRASCO 2 PECAS/GEOLAB/000000000000700237,E,,"109,17","109,17","109,17"
010624,BOLSA DE VIAGEM MARKETING/GEOLAB/000000000000700951,E,,"58,61","58,61","58,61"
010625,CAMISETA POLO PV BALCAO ULTRAPOPULAR GG,E,,"46,89","41,50","41,50"
010664,ALLESTRA 20 20+75MCG C/21 CPR (FRACIONADO),C,PROPAGADO ,"22,73","31,20","25,28"
010664,ALLESTRA 20 20+75MCG C/21 CPR (FRACIONADO),E,PROPAGADO ,"22,26","31,20","25,28"
010674,ARPADOL 400MG C/60 CPR,E,PROPAGADO ,"74,43","219,99","178,20"
010681,DEXADOR INJ (FRACIONADO),B,PROPAGADO ,"12,01","16,66","14,17"
010681,DEXADOR INJ (FRACIONADO),C,PROPAGADO ,"12,16","16,66","14,17"
010771,"AGULHA BD 0,70X30MM 22G PRETO CX C/100",E,,"19,62","54,50","54,50"
010804,LUFTAGASTRO PRO SACHE 10ML,B,01 - Preço Controlado Plugpharma,"2,92","4,43","4,02"
010804,LUFTAGASTRO PRO SACHE 10ML,B,02 - Preço Controlado Plugpharma,"2,47","4,43","4,02"
010804,LUFTAGASTRO PRO SACHE 10ML,E,03 - Preço Controlado Plugpharma,"2,99","4,43","4,02"
010806,TALA METAL C/ESPUMA 12X250MM,C,,"1,10","3,50","3,50"
010806,TALA METAL C/ESPUMA 12X250MM,E,,"1,10","3,50","3,50"
010902,ELASTICO CABELO TAG C/ 4 UND-REAL LOVE,E,,"2,20","3,30","3,30"
010983,REFIL PURIFICADOR DE AGUA COLORMAQ,E,,"100,00","95,00","95,00"
011005,FREEZER KIBON ,E,,"480,00","480,00","480,00"
011006,GONDOLA TETRA 50+ 935X935X1550X1940 20PBP - CINZA CRISTAL,E,,"2.325,00","2.214,29","2.214,29"
011169,HIDRAT CORPORAL NEUTROGENA BODY CARE INTENSIVE CONFORT 400ML,E,,"25,68","39,90","39,90"
011181,BOLD BAR BANANA E AVELA 20G,E,,"9,16","13,99","13,99"
011222,CAMISETA POLO B. LOOK  PV BALCAO ULTRAPOPULAR 54,E,,"42,60","37,50","37,50"
011223,BLUSA DE FRIO TAC TEL ULTRAPOPULAR P,E,,"112,58","166,34","166,34"
011224,BLUSA DE FRIO TAC TEL ULTRAPOPULAR M,E,,"112,58","95,67","95,67"
011225,BLUSA DE FRIO TAC TEL ULTRAPOPULAR G,E,,"95,67","95,67","95,67"
011295,MINIMA C/24+4 CPR REVEST (FRACIONADO),E,PROPAGADO ,"23,47","34,34","27,82"
011305,ABS ALWAYS  NOTURNO C/16,E,,"13,00","19,50","19,50"
011383,CONIDRIN 3% SOL SPR 60ML,E,SIMILAR PRA VENDER MUITO!,"8,27","24,91","17,44"
011471,ALLESTRA 30 C/21 DRG (FRANCIONADO),C,PROPAGADO ,"22,29","31,15","25,24"
011471,ALLESTRA 30 C/21 DRG (FRANCIONADO),E,PROPAGADO ,"21,95","31,15","25,24"
011477,GN DIPIRONA SODICA 500MG GREENPHARMA,E,BORA VENDER GENÉRICO 3.0,"1,89","5,15","2,58"
011537,CETAPHIL PRO AC CONTR ESPU LIMP 236ML,E,DERMOCOSMETICOS ,"53,64","79,59","71,64"
011616,ACNEZIL GEL SECATIVO 10G,E,DERMOCOSMETICOS ,"10,64","15,04","13,54"
